time,open,high,low,close,Volume,MA,MA,MA,Low Difference (%),High Difference (%)
1751501528,0.1349,0.1349,0.1349,0.1349,41.6,0.13507171717171718,0.13501111111111108,0.1349111111111111,NaN,NaN
1751501529,0.1349,0.1349,0.1349,0.1349,1406.4,0.13507777777777777,0.13499629629629625,0.1349111111111111,NaN,NaN
1751501547,0.1347,0.1347,0.1347,0.1347,4972.6,0.13508181818181816,0.13497777777777775,0.13486666666666663,NaN,NaN
1751501556,0.1347,0.1347,0.1347,0.1347,1500,0.13508484848484847,0.13495925925925925,0.13483333333333328,NaN,NaN
1751501557,0.1347,0.1347,0.1347,0.1347,3500,0.13508787878787878,0.13494074074074072,0.13481111111111108,NaN,NaN
1751501558,0.1347,0.1347,0.1347,0.1347,13619.4,0.13508989898989898,0.1349222222222222,0.13478888888888885,NaN,NaN
1751501572,0.1347,0.1347,0.1347,0.1347,593.4,0.1350929292929293,0.1349,0.13476666666666662,NaN,NaN
1751501581,0.1347,0.1347,0.1345,0.1345,10056.1,0.1350939393939394,0.13487407407407406,0.1347333333333333,NaN,NaN
1751501603,0.1345,0.1345,0.1345,0.1345,4229.6,0.1350939393939394,0.13484814814814813,0.13469999999999996,NaN,NaN
1751501606,0.1346,0.1346,0.1346,0.1346,1346.5,0.1350929292929293,0.1348296296296296,0.13466666666666663,NaN,NaN
1751501609,0.1346,0.1346,0.1346,0.1346,46.8,0.1350919191919192,0.13481111111111108,0.1346333333333333,NaN,NaN
1751501617,0.1345,0.1345,0.1345,0.1345,1000,0.13508989898989898,0.13478888888888887,0.1346111111111111,NaN,NaN
1751501631,0.1345,0.1345,0.1345,0.1345,1778.1,0.13508686868686867,0.13476666666666665,0.13458888888888887,NaN,NaN
1751501643,0.1346,0.1346,0.1346,0.1346,7839,0.13508484848484847,0.13475185185185184,0.13457777777777777,NaN,NaN
1751501645,0.1347,0.1347,0.1347,0.1347,1597.7,0.1350838383838384,0.13474814814814814,0.13457777777777777,NaN,NaN
1751501648,0.1347,0.1347,0.1346,0.1346,1000,0.1350818181818182,0.13474074074074074,0.13456666666666664,NaN,NaN
1751501649,0.1347,0.1347,0.1347,0.1347,500,0.13507979797979797,0.13474074074074074,0.13458888888888887,NaN,NaN
1751501656,0.1346,0.1346,0.1346,0.1346,545.7,0.13507676767676768,0.13473333333333334,0.13459999999999994,NaN,NaN
1751501669,0.1346,0.1346,0.1346,0.1346,45.6,0.1350747474747475,0.13472592592592592,0.13459999999999997,NaN,NaN
1751501682,0.1345,0.1345,0.1344,0.1345,65805.9,0.13507171717171718,0.13471111111111111,0.13458888888888884,NaN,NaN
1751501694,0.1345,0.1345,0.1345,0.1345,500,0.13506767676767678,0.13468888888888889,0.13458888888888884,NaN,NaN
1751501700,0.1345,0.1345,0.1344,0.1344,754.4,0.13506161616161616,0.13466666666666668,0.13457777777777774,NaN,NaN
1751501704,0.1345,0.1345,0.1345,0.1345,500,0.13505656565656565,0.13465185185185186,0.1345666666666666,NaN,NaN
1751501724,0.1344,0.1344,0.1344,0.1344,1500,0.13505050505050506,0.13463333333333333,0.13453333333333328,NaN,NaN
1751501725,0.1344,0.1344,0.1344,0.1344,5000,0.13504343434343435,0.1346148148148148,0.13451111111111108,NaN,NaN
1751501726,0.1344,0.1344,0.1344,0.1344,5000,0.13503636363636365,0.1346,0.13447777777777775,NaN,NaN
1751501727,0.1344,0.1344,0.1344,0.1344,3000,0.13502929292929294,0.13458518518518517,0.1344555555555555,NaN,NaN
1751501728,0.1344,0.1344,0.1344,0.1344,7842.5,0.13502121212121213,0.13456666666666667,0.1344333333333333,NaN,NaN
1751501735,0.1343,0.1343,0.1342,0.1342,3725.5,0.1350111111111111,0.13454074074074077,0.13439999999999996,NaN,NaN
1751501739,0.1343,0.1343,0.1343,0.1343,5950.2,0.13500303030303032,0.13452592592592594,0.13437777777777776,NaN,NaN
1751501758,0.1343,0.1343,0.1343,0.1343,10032.4,0.1349959595959596,0.1345111111111111,0.13436666666666663,NaN,NaN
1751501764,0.1343,0.1343,0.1343,0.1343,1104.9,0.1349888888888889,0.1344962962962963,0.1343444444444444,NaN,NaN
1751501765,0.1343,0.1343,0.1343,0.1343,3121.1,0.1349808080808081,0.1344814814814815,0.1343333333333333,NaN,NaN
1751501774,0.1343,0.1343,0.1342,0.1342,6450.1,0.13497070707070707,0.134462962962963,0.13431111111111108,NaN,NaN
1751501775,0.1343,0.1343,0.1343,0.1343,744.6,0.13496161616161617,0.13445555555555558,0.13429999999999997,NaN,NaN
1751501783,0.1343,0.1343,0.1343,0.1343,5413,0.13495252525252527,0.13444814814814818,0.13428888888888885,NaN,NaN
1751501786,0.1343,0.1343,0.1343,0.1343,1083.5,0.13494343434343437,0.13443703703703708,0.13427777777777775,NaN,NaN
1751501820,0.1343,0.1343,0.1343,0.1343,1601.9,0.13493434343434346,0.13442592592592598,0.13428888888888885,NaN,NaN
1751501828,0.1342,0.1342,0.1342,0.1342,4573.5,0.13492424242424245,0.13441481481481485,0.13427777777777777,NaN,NaN
1751501829,0.1342,0.1342,0.1342,0.1342,2000,0.13491414141414143,0.13440370370370375,0.13426666666666665,NaN,NaN
